"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"20170316","강남구","0.059","0.013","0.5","0.006","69","52"
"20170316","종로","0.058","0.014","0.5","0.004","61","45"
"20170316","천호대로","0.064","0.014","0.8","0.006","71","39"
"20170316","종로구","0.053","0.023","0.7","0.005","56","42"
"20170316","강남대로","0.081","0.01","0.9","0.007","79","47"
"20170316","송파구","0.055","0.019","0.7","0.006","71","49"
"20170316","금천구","0.053","0.019","0.6","0.006","55","43"
"20170316","강변북로","0.067","0.008","0.6","0.005","80","51"
"20170316","동대문구","0.048","0.023","0.5","0.005","71","37"
"20170316","중랑구","0.047","0.022","0.5","0.006","66","41"
"20170316","양천구","0.048","0.016","0.6","0.007","63","48"
"20170315","영등포로","0.054","0.018","0.4","0.006","53","25"
"20170315","강서구","0.035","0.022","0.4","0.006","48","20"
"20170315","홍릉로","0.048","0.018","0.5","0.006","43","27"
"20170315","강남대로","0.071","0.009","0.8","0.006","63","29"
"20170315","노원구","0.034","0.028","0.6","0.004","36","22"
"20170315","청계천로","0.047","0.017","0.5","0.004","38","25"
"20170315","강변북로","0.052","0.013","0.4","0.004","57","31"
"20170315","은평구","0.034","0.023","0.4","0.003","58","30"
"20170315","영등포구","0.041","0.012","0.9","0.005","50","22"
"20170315","종로","0.048","0.014","0.4","0.004","39","26"
"20170315","강동구","0.035","0.022","0.5","0.004","45","26"
"20170315","종로구","0.038","0.023","0.6","0.004","34","21"
"20170315","중구","0.039","0.023","0.5","0.003","37","21"
"20170315","광진구","0.034","0.028","0.5","0.004","38","22"
"20170315","동작대로","0.064","0.012","0.7","0.007","53","30"
"20170315","양천구","0.038","0.015","0.5","0.005","39","25"
"20170315","동작구","0.042","0.022","0.5","0.004","35","22"
"20170315","구로구","0.029","0.017","0.5","0.006","47","23"
"20170315","성북구","0.039","0.022","0.5","0.003","43","26"
"20170315","중랑구","0.031","0.025","0.4","0.005","44","23"
"20170315","송파구","0.034","0.024","0.5","0.004","46","29"
"20170315","관악구","0.049","0.019","0.6","0.004","34","27"
"20170315","정릉로","0.035","0.019","0.5","0.006","50","22"
"20170315","강남구","0.038","0.019","0.4","0.005","44","29"
"20170315","화랑로","0.046","0.015","0.6","0.005","54","26"
"20170315","천호대로","0.049","0.015","0.6","0.004","46","22"
"20170315","서초구","0.04","0.019","0.5","0.004","47","27"
"20170315","신촌로","0.058","0.012","0.9","0.005","49","26"
"20170315","용산구","0.035","0.017","0.4","0.003","30","18"
"20170315","서대문구","0.026","0.021","0.5","0.005","44","23"
"20170315","금천구","0.044","0.018","0.5","0.004","38","25"
"20170315","한강대로","0.05","0.014","0.5","0.004","56","28"
"20170315","도봉구","0.024","0.027","0.4","0.004","41","21"
"20170315","공항대로","0.063","0.014","0.5","0.006","75","28"
"20170315","도산대로","0.045","0.013","0.7","0.005","46","24"
"20170315","성동구","0.034","0.021","0.4","0.004","43","29"
"20170315","동대문구","0.034","0.024","0.4","0.005","46","21"
"20170315","강북구","0.022","0.034","0.5","0.004","29","17"
"20170315","마포구","0.035","0.022","0.4","0.004","39","29"
"20170314","서대문구","0.02","0.029","0.5","0.006","58","29"
"20170314","성동구","0.029","0.024","0.4","0.004","54","40"
"20170314","강동구","0.024","0.033","0.5","0.004","56","34"
"20170314","천호대로","0.045","0.019","0.6","0.004","54","28"
"20170314","동작대로","0.055","0.017","0.6","0.007","61","33"
"20170314","한강대로","0.036","0.024","0.5","0.004","70","35"
"20170314","중랑구","0.02","0.035","0.4","0.006","49","28"
"20170314","동대문구","0.024","0.031","0.3","0.004","54","27"
"20170314","은평구","0.019","0.03","0.7","0.004","55","33"
"20170314","중구","0.024","0.035","0.4","0.004","46","26"
"20170314","노원구","0.015","0.045","0.4","0.003","39","26"
"20170314","송파구","0.025","0.033","0.7","0.005","45","27"
"20170314","강남대로","0.057","0.016","0.6","0.005","70","34"
"20170314","화랑로","0.039","0.024","0.5","0.005","54","29"
"20170314","영등포구","0.031","0.017","0.9","0.005","59","27"
"20170314","도산대로","0.029","0.022","0.6","0.005","56","32"
"20170314","용산구","0.028","0.021","0.4","0.003","39","24"
"20170314","공항대로","0.038","0.024","0.5","0.006","75","30"
"20170314","동작구","0.027","0.035","0.4","0.004","44","26"
"20170314","양천구","0.026","0.024","0.5","0.005","45","27"
"20170314","영등포로","0.042","0.021","0.4","0.005","63","27"
"20170314","성북구","0.025","0.032","0.4","0.003","50","34"
"20170314","강북구","0.014","0.042","0.4","0.004","35","21"
"20170314","마포구","0.025","0.029","0.4","0.004","49","35"
"20170314","관악구","0.031","0.03","0.5","0.003","41","32"
"20170314","서초구","0.024","0.031","0.5","0.004","56","36"
"20170314","강서구","0.019","0.037","0.4","0.006","53","24"
"20170314","도봉구","0.018","0.032","0.4","0.004","50","27"
"20170314","종로","0.024","0.024","0.4","0.004","45","30"
"20170314","정릉로","0.031","0.023","0.6","0.006","59","27"
"20170314","신촌로","0.05","0.014","0.8","0.005","59","32"
"20170314","금천구","0.027","0.031","0.5","0.004","44","26"
"20170314","강변북로","0.046","0.016","0.4","0.005","66","37"
"20170314","청계천로","0.032","0.026","0.4","0.004","45","29"
"20170314","광진구","0.025","0.039","0.4","0.004","45","28"
"20170314","종로구","0.023","0.035","0.5","0.004","41","26"
"20170314","구로구","0.018","0.027","0.4","0.006","54","27"
"20170314","강남구","0.029","0.025","0.4","0.005","57","35"
"20170314","홍릉로","0.039","0.024","0.4","0.006","47","32"
"20170313","공항대로","0.041","0.024","0.5","0.005","92","45"
"20170313","중구","0.027","0.036","0.5","0.004","58","39"
"20170313","강변북로","0.042","0.02","0.4","0.004","76","53"
"20170313","종로구","0.025","0.037","0.6","0.004","54","41"
"20170313","서대문구","0.02","0.029","0.5","0.006","71","41"
"20170313","구로구","0.018","0.027","0.5","0.006","67","40"
"20170313","동작구","0.027","0.038","0.5","0.004","58","39"
"20170313","홍릉로","0.039","0.025","0.5","0.006","61","47"
"20170313","중랑구","0.023","0.035","0.4","0.006","63","44"
"20170313","성북구","0.024","0.036","0.4","0.003","56","42"
"20170313","동대문구","0.023","0.032","0.4","0.005","67","39"
"20170313","정릉로","0.032","0.024","0.6","0.006","75","40"
"20170313","강남대로","0.056","0.018","0.7","0.005","84","50"
"20170313","화랑로","0.039","0.024","0.6","0.005","69","44"
"20170313","마포구","0.026","0.03","0.5","0.002","64","51"
"20170313","강서구","0.023","0.036","0.5","0.006","71","38"
"20170313","한강대로","0.037","0.025","0.6","0.004","81","51"
"20170313","성동구","0.024","0.028","0.4","0.004","63","50"
"20170313","양천구","0.027","0.024","0.6","0.005","59","42"
"20170313","동작대로","0.056","0.018","0.7","0.007","82","54"
"20170313","강북구","0.017","0.045","0.5","0.004","49","33"
"20170313","관악구","0.032","0.031","0.6","0.004","55","44"
"20170313","영등포로","0.042","0.016","0.5","0.006","81","48"
"20170313","강남구","0.027","0.027","0.4","0.005","66","49"
"20170313","노원구","0.02","0.043","0.5","0.003","53","39"
"20170313","청계천로","0.032","0.029","0.4","0.004","58","45"
"20170313","은평구","0.019","0.04","0.7","0.004","67","44"
"20170313","신촌로","0.054","0.015","0.9","0.005","72","43"
"20170313","영등포구","0.033","0.015","0.9","0.005","75","39"
"20170313","도봉구","0.019","0.034","0.5","0.004","58","37"
"20170313","종로","0.03","0.021","0.5","0.004","60","43"
"20170313","천호대로","0.04","0.024","0.6","0.004","66","37"
"20170313","도산대로","0.032","0.022","0.7","0.005","64","44"
"20170313","광진구","0.024","0.044","0.6","0.004","56","44"
"20170313","서초구","0.024","0.033","0.5","0.004","70","54"
"20170313","송파구","0.024","0.038","0.6","0.005","63","46"
"20170313","금천구","0.03","0.031","0.6","0.004","59","40"
"20170313","용산구","0.027","0.023","0.4","0.003","51","35"
"20170313","강동구","0.023","0.035","0.5","0.005","64","45"
"20170312","성동구","0.049","0.02","0.6","0.005","90","73"
"20170312","종로구","0.058","0.027","0.9","0.007","82","66"
"20170312","청계천로","0.061","0.022","0.6","0.006","88","76"
"20170312","중구","0.06","0.026","0.8","0.006","84","61"
"20170312","공항대로","0.052","0.021","0.7","0.007","125","73"
"20170312","동대문구","0.052","0.024","0.7","0.007","103","59"
"20170312","강남구","0.053","0.021","0.7","0.007","96","76"
"20170312","한강대로","0.07","0.016","0.8","0.007","116","79"
"20170312","도산대로","0.056","0.019","1","0.007","88","59"
"20170312","천호대로","0.06","0.019","0.9","0.007","95","64"
"20170312","송파구","0.054","0.026","0.9","0.007","89","74"
"20170312","구로구","0.036","0.023","0.7","0.009","87","56"
"20170312","강변북로","0.065","0.012","0.7","0.006","111","83"
"20170312","정릉로","0.037","0.028","0.7","0.009","105","55"
"20170312","종로","0.06","0.014","0.6","0.005","89","70"
"20170312","영등포구","0.051","0.008","1.1","0.005","99","52"
"20170312","관악구","0.061","0.028","0.9","0.007","79","66"
"20170312","중랑구","0.052","0.025","0.7","0.008","96","65"
"20170312","노원구","0.056","0.031","0.9","0.007","86","65"
"20170312","성북구","0.061","0.025","0.8","0.006","86","72"
"20170312","광진구","0.054","0.031","0.8","0.006","90","76"
"20170312","용산구","0.051","0.017","0.7","0.005","76","56"
"20170312","강남대로","0.07","0.016","1","0.009","106","70"
"20170312","서초구","0.048","0.027","0.8","0.006","99","76"
"20170312","은평구","0.041","0.034","0.9","0.006","80","57"
"20170312","동작대로","0.075","0.019","1","0.01","119","84"
"20170312","강북구","0.046","0.035","0.8","0.006","81","60"
"20170312","영등포로","0.075","0.011","0.8","0.008","117","79"
"20170312","양천구","0.048","0.021","0.8","0.007","84","68"
"20170312","홍릉로","0.065","0.018","0.8","0.008","95","80"
"20170312","신촌로","0.082","0.011","1.3","0.007","93","58"
"20170312","화랑로","0.05","0.02","0.8","0.007","104","72"
"20170312","마포구","0.055","0.024","0.8","0.004","90","78"
"20170312","서대문구","0.04","0.021","0.7","0.008","97","53"
"20170312","강서구","0.048","0.029","0.7","0.008","90","54"
"20170312","금천구","0.051","0.029","0.8","0.007","80","63"
"20170312","강동구","0.051","0.023","0.8","0.006","101","70"
"20170312","도봉구","0.056","0.023","0.8","0.007","88","51"
"20170312","동작구","0.053","0.033","0.7","0.007","81","59"
"20170311","강변북로","0.069","0.007","0.7","0.007","85","56"
"20170311","노원구","0.057","0.02","0.8","0.007","54","37"
"20170311","송파구","0.054","0.018","0.8","0.008","71","41"
"20170311","강북구","0.041","0.031","0.6","0.006","48","32"
"20170311","강서구","0.062","0.016","0.7","0.009","71","35"
"20170311","은평구","0.041","0.028","0.7","0.005","52","33"
"20170311","광진구","0.057","0.019","0.7","0.006","62","45"
"20170311","종로구","0.058","0.02","0.8","0.007","54","40"
"20170311","정릉로","0.044","0.02","0.7","0.008","71","36"
"20170311","공항대로","0.076","0.011","0.7","0.008","109","49"
"20170311","영등포로","0.08","0.008","0.8","0.008","85","50"
"20170311","강남대로","0.085","0.009","1","0.009","87","48"
"20170311","도산대로","0.064","0.01","1","0.008","70","41"
"20170311","한강대로","0.071","0.012","0.7","0.007","79","47"
"20170311","금천구","0.057","0.019","0.7","0.007","55","42"
"20170311","홍릉로","0.066","0.015","0.7","0.008","65","50"
"20170311","동작대로","0.082","0.011","1","0.01","87","56"
"20170311","신촌로","0.079","0.008","1.2","0.008","67","39"
"20170311","성동구","0.059","0.012","0.6","0.006","70","48"
"20170311","동대문구","0.053","0.02","0.6","0.007","67","35"
"20170311","서대문구","0.039","0.018","0.6","0.008","64","32"
"20170311","화랑로","0.058","0.013","0.7","0.007","72","44"
"20170311","동작구","0.06","0.021","0.7","0.007","55","37"
"20170311","성북구","0.064","0.018","0.7","0.006","58","44"
"20170311","도봉구","0.05","0.02","0.7","0.009","58","31"
"20170311","서초구","0.057","0.015","0.8","0.007","68","45"
"20170311","천호대로","0.067","0.012","0.9","0.007","74","41"
"20170311","마포구","0.059","0.015","0.7","0.004","63","49"
"20170311","관악구","0.07","0.018","0.9","0.007","54","45"
"20170311","강동구","0.058","0.014","0.7","0.006","75","46"
"20170311","강남구","0.062","0.012","0.6","0.007","71","47"
"20170311","중구","0.062","0.018","0.7","0.006","59","37"
"20170311","양천구","0.056","0.013","0.8","0.008","64","45"
"20170311","청계천로","0.067","0.015","0.6","0.007","60","45"
"20170311","종로","0.065","0.012","0.6","0.005","59","45"
"20170311","중랑구","0.052","0.018","0.6","0.008","66","39"
"20170311","용산구","0.055","0.012","0.6","0.005","52","35"
"20170311","구로구","0.043","0.015","0.7","0.01","67","38"
"20170311","영등포구","0.06","0.005","1.2","0.007","72","36"
"20170310","공항대로","0.065","0.014","0.6","0.006","92","32"
"20170310","종로","0.043","0.017","0.4","0.004","43","29"
"20170310","천호대로","0.054","0.016","0.7","0.005","53","26"
"20170310","청계천로","0.054","0.017","0.5","0.005","44","29"
"20170310","홍릉로","0.052","0.018","0.6","0.007","48","32"
"20170310","성동구","0.038","0.02","0.4","0.004","44","30"
"20170310","구로구","0.031","0.017","0.5","0.007","48","26"
"20170310","용산구","0.04","0.017","0.4","0.003","35","21"
"20170310","도봉구","0.025","0.029","0.5","0.005","41","21"
"20170310","송파구","0.04","0.023","0.7","0.006","48","30"
"20170310","강변북로","0.057","0.01","0.5","0.005","59","32"
"20170310","영등포로","0.063","0.011","0.6","0.007","57","28"
"20170310","동대문구","0.035","0.024","0.4","0.005","51","24"
"20170310","강남대로","0.072","0.011","0.8","0.006","63","31"
"20170310","금천구","0.043","0.02","0.6","0.005","38","25"
"20170310","서초구","0.039","0.022","0.5","0.005","47","29"
"20170310","영등포구","0.042","0.006","0.8","0.006","54","25"
"20170310","화랑로","0.049","0.015","0.6","0.006","56","28"
"20170310","마포구","0.039","0.021","0.5","0.002","43","31"
"20170310","서대문구","0.032","0.016","0.5","0.006","52","27"
"20170310","광진구","0.037","0.029","0.6","0.005","42","25"
"20170310","강동구","0.042","0.02","0.6","0.005","54","30"
"20170310","노원구","0.037","0.028","0.7","0.005","37","23"
"20170310","강남구","0.04","0.019","0.4","0.005","49","29"
"20170310","동작구","0.038","0.026","0.5","0.004","38","23"
"20170310","성북구","0.04","0.024","0.4","0.004","43","29"
"20170310","중구","0.042","0.023","0.5","0.004","42","24"
"20170310","양천구","0.039","0.014","0.6","0.005","38","24"
"20170310","신촌로","0.067","0.01","1","0.007","52","29"
"20170310","강북구","0.025","0.036","0.5","0.004","32","18"
"20170310","은평구","0.03","0.028","0.6","0.004","41","24"
"20170310","정릉로","0.032","0.024","0.5","0.007","53","24"
"20170310","동작대로","0.064","0.013","0.7","0.008","62","39"
"20170310","중랑구","0.037","0.023","0.5","0.006","50","26"
"20170310","관악구","0.051","0.02","0.6","0.005","39","33"
"20170310","한강대로","0.051","0.017","0.5","0.005","59","31"
"20170310","도산대로","0.043","0.015","0.7","0.005","48","27"
"20170310","종로구","0.04","0.025","0.6","0.005","40","25"
"20170310","강서구","0.039","0.025","0.5","0.006","53","23"
"20170309","마포구","0.028","0.026","0.4","0.002","43","24"
"20170309","화랑로","0.04","0.019","0.6","0.006","56","26"
"20170309","천호대로","0.046","0.017","0.6","0.005","42","22"
"20170309","신촌로","0.053","0.013","0.9","0.007","53","22"
"20170309","동작대로","0.051","0.02","0.6","0.007","65","33"
"20170309","청계천로","0.04","0.022","0.4","0.005","44","21"
"20170309","강북구","0.021","0.036","0.5","0.004","37","16"
"20170309","동작구","0.027","0.034","0.4","0.004","39","18"
"20170309","강남대로","0.056","0.015","0.7","0.006","65","27"
"20170309","영등포로","0.054","0.013","0.5","0.007","60","23"
"20170309","한강대로","0.046","0.019","0.5","0.005","67","28"
"20170309","송파구","0.026","0.031","0.5","0.005","49","24"
"20170309","강변북로","0.044","0.016","0.4","0.005","60","26"
"20170309","강남구","0.029","0.023","0.4","0.005","52","24"
"20170309","금천구","0.033","0.026","0.5","0.005","41","20"
"20170309","도봉구","0.023","0.027","0.5","0.005","49","19"
"20170309","구로구","0.022","0.024","0.4","0.007","51","21"
"20170309","용산구","0.027","0.022","0.4","0.004","36","17"
"20170309","서초구","0.025","0.031","0.4","0.005","50","22"
"20170309","영등포구","0.035","0.013","0.8","0.005","56","21"
"20170309","공항대로","0.044","0.02","0.5","0.006","75","24"
"20170309","중랑구","0.03","0.027","0.4","0.006","53","21"
"20170309","성동구","0.03","0.023","0.4","0.004","48","25"
"20170309","동대문구","0.028","0.027","0.3","0.005","53","18"
"20170309","중구","0.033","0.027","0.5","0.004","43","19"
"20170309","강동구","0.029","0.027","0.5","0.005","54","22"
"20170309","양천구","0.031","0.019","0.5","0.005","42","22"
"20170309","홍릉로","0.042","0.02","0.5","0.006","48","24"
"20170309","관악구","0.036","0.027","0.5","0.004","39","24"
"20170309","도산대로","0.031","0.021","0.6","0.006","50","22"
"20170309","은평구","0.023","0.033","0.5","0.004","46","20"
"20170309","서대문구","0.024","0.025","0.5","0.006","50","20"
"20170309","성북구","0.034","0.025","0.5","0.004","50","21"
"20170309","광진구","0.027","0.036","0.5","0.006","44","19"
"20170309","종로구","0.031","0.029","0.6","0.005","40","18"
"20170309","정릉로","0.025","0.026","0.5","0.007","59","20"
"20170309","노원구","0.029","0.031","0.6","0.004","40","20"
"20170309","강서구","0.03","0.028","0.4","0.007","54","19"
"20170309","종로","0.041","0.017","0.4","0.004","43","22"
"20170308","동대문구","0.023","0.027","0.3","0.005","49","18"
"20170308","영등포구","0.027","0.018","0.7","0.005","46","21"
"20170308","영등포로","0.047","0.015","0.5","0.006","55","23"
"20170308","공항대로","0.046","0.02","0.5","0.005","77","26"
"20170308","화랑로","0.037","0.019","0.5","0.005","51","23"
"20170308","성동구","0.025","0.024","0.4","0.004","46","23"
"20170308","종로","0.031","0.019","0.4","0.004","39","20"
"20170308","강남구","0.024","0.025","0.4","0.005","49","23"
"20170308","천호대로","0.036","0.022","0.5","0.004","38","19"
"20170308","한강대로","0.039","0.021","0.5","0.004","56","25"
"20170308","도산대로","0.025","0.022","0.6","0.005","49","22"
"20170308","종로구","0.026","0.029","0.6","0.004","38","18"
"20170308","마포구","0.022","0.03","0.4","0.001","39","22"
"20170308","광진구","0.021","0.037","0.5","0.005","41","18"
"20170308","중구","0.026","0.03","0.4","0.003","40","18"
"20170308","강남대로","0.051","0.016","0.7","0.006","61","26"
"20170308","중랑구","0.024","0.028","0.4","0.006","48","20"
"20170308","노원구","0.023","0.033","0.5","0.004","36","19"
"20170308","청계천로","0.033","0.024","0.4","0.004","40","19"
"20170308","도봉구","0.016","0.029","0.4","0.005","45","17"
"20170308","강서구","0.022","0.033","0.4","0.006","50","17"
"20170308","서대문구","0.021","0.028","0.4","0.006","47","18"
"20170308","정릉로","0.02","0.028","0.5","0.006","53","19"
"20170308","성북구","0.024","0.03","0.5","0.004","41","18"
"20170308","송파구","0.02","0.033","0.5","0.005","46","23"
"20170308","서초구","0.022","0.029","0.4","0.004","46","23"
"20170308","동작구","0.023","0.036","0.4","0.004","36","19"
"20170308","홍릉로","0.038","0.02","0.5","0.006","43","23"
"20170308","은평구","0.018","0.034","0.5","0.003","42","19"
"20170308","강북구","0.016","0.037","0.4","0.004","35","15"
"20170308","양천구","0.024","0.022","0.5","0.005","39","21"
"20170308","금천구","0.026","0.029","0.5","0.004","39","19"
"20170308","신촌로","0.046","0.013","0.8","0.005","46","21"
"20170308","강변북로","0.043","0.015","0.4","0.005","61","25"
"20170308","관악구","0.029","0.028","0.5","0.004","37","24"
"20170308","강동구","0.025","0.027","0.5","0.004","50","21"
"20170308","용산구","0.025","0.022","0.4","0.003","34","17"
"20170308","동작대로","0.047","0.019","0.6","0.007","62","32"
"20170308","구로구","0.018","0.026","0.4","0.006","45","20"
"20170307","정릉로","0.024","0.022","0.5","0.006","45","20"
"20170307","서대문구","0.016","0.031","0.3","0.005","37","21"
"20170307","강남대로","0.043","0.021","0.5","0.005","49","24"
"20170307","종로","0.017","0.029","0.3","0.003","32","22"
"20170307","종로구","0.017","0.036","0.4","0.004","29","19"
"20170307","신촌로","0.036","0.017","0.7","0.005","40","23"
"20170307","동작대로","0.042","0.022","0.5","0.006","49","32"
"20170307","성동구","0.016","0.032","0.3","0.004","36","26"
"20170307","강동구","0.016","0.033","0.4","0.004","36","22"
"20170307","금천구","0.021","0.032","0.4","0.004","31","20"
"20170307","영등포구","0.023","0.02","0.6","0.005","33","21"
"20170307","천호대로","0.034","0.024","0.5","0.004","31","22"
"20170307","도봉구","0.009","0.034","0.3","0.005","33","18"
"20170307","구로구","0.012","0.03","0.4","0.006","36","20"
"20170307","광진구","0.014","0.043","0.5","0.004","32","20"
"20170307","강서구","0.015","0.037","0.4","0.006","38","18"
"20170307","강변북로","0.033","0.021","0.3","0.004","45","26"
"20170307","영등포로","0.035","0.022","0.4","0.006","42","23"
"20170307","송파구","0.015","0.038","0.4","0.004","33","23"
"20170307","성북구","0.016","0.035","0.4","0.003","31","21"
"20170307","마포구","0.018","0.03","0.5","0.004","35","23"
"20170307","관악구","0.021","0.033","0.4","0.003","29","19"
"20170307","강남구","0.018","0.029","0.3","0.004","36","24"
"20170307","화랑로","0.031","0.025","0.4","0.005","38","22"
"20170307","동대문구","0.015","0.036","0.3","0.004","36","19"
"20170307","강북구","0.008","0.043","0.4","0.003","26","16"
"20170307","양천구","0.02","0.024","0.4","0.004","31","21"
"20170307","동작구","0.016","0.04","0.3","0.003","30","19"
"20170307","한강대로","0.03","0.026","0.4","0.004","45","26"
"20170307","청계천로","0.022","0.031","0.3","0.004","31","19"
"20170307","홍릉로","0.033","0.025","0.4","0.005","36","22"
"20170307","중랑구","0.017","0.032","0.3","0.005","34","22"
"20170307","노원구","0.014","0.04","0.4","0.003","27","20"
"20170307","용산구","0.017","0.028","0.3","0.003","26","17"
"20170307","공항대로","0.033","0.025","0.4","0.005","62","27"
"20170307","은평구","0.013","0.039","0.5","0.003","34","20"
"20170307","중구","0.016","0.035","0.3","0.003","31","19"
"20170307","도산대로","0.02","0.027","0.5","0.005","35","23"
"20170307","서초구","0.016","0.034","0.4","0.004","36","24"
"20170306","청계천로","0.022","0.03","0.3","0.004","35","26"
"20170306","서초구","0.015","0.034","0.4","0.004","37","27"
"20170306","영등포로","0.033","0.022","0.4","0.006","45","28"
"20170306","서대문구","0.016","0.03","0.5","0.005","38","24"
"20170306","신촌로","0.036","0.017","0.7","0.004","39","25"
"20170306","한강대로","0.029","0.025","0.4","0.004","50","29"
"20170306","광진구","0.014","","0.4","0.004","36","27"
"20170306","중랑구","0.017","0.032","0.3","0.005","38","29"
"20170306","중구","0.018","0.033","0.3","0.003","34","24"
"20170306","송파구","0.016","0.038","0.4","0.004","35","26"
"20170306","천호대로","0.032","0.023","0.5","0.004","37","26"
"20170306","공항대로","0.03","0.025","0.4","0.005","69","33"
"20170306","동작대로","0.042","0.021","0.5","0.006","47","31"
"20170306","강남대로","0.041","0.02","0.5","0.005","53","27"
"20170306","도산대로","0.022","0.024","0.5","0.005","37","26"
"20170306","영등포구","0.023","0.019","0.7","0.005","35","23"
"20170306","동대문구","0.014","0.036","0.3","0.005","40","24"
"20170306","용산구","0.016","0.025","0.3","0.004","32","23"
"20170306","강변북로","0.029","0.023","0.3","0.004","46","31"
"20170306","노원구","0.015","0.039","0.4","0.004","32","25"
"20170306","홍릉로","0.031","0.025","0.4","0.006","41","30"
"20170306","성북구","0.017","0.033","0.5","0.003","36","26"
"20170306","강남구","0.016","0.029","0.3","0.005","37","27"
"20170306","마포구","0.022","0.028","0.5","0.004","37","27"
"20170306","강동구","0.017","0.032","0.4","0.004","39","28"
"20170306","관악구","0.021","0.03","0.5","0.002","35","24"
"20170306","강북구","0.009","0.042","0.4","0.004","30","22"
"20170306","양천구","0.022","0.022","0.5","0.005","38","29"
"20170306","종로구","0.018","0.034","0.5","0.004","33","25"
"20170306","동작구","0.017","0.038","0.4","0.003","33","24"
"20170306","성동구","0.017","0.031","0.3","0.004","37","28"
"20170306","금천구","0.02","0.032","0.4","0.004","36","26"
"20170306","도봉구","0.01","0.034","0.3","0.005","36","22"
"20170306","구로구","0.013","0.028","0.4","0.006","38","25"
"20170306","종로","0.015","0.029","0.3","0.003","37","26"
"20170306","은평구","0.013","0.038","0.5","0.004","37","24"
"20170306","정릉로","0.026","0.021","0.5","0.006","47","26"
"20170306","화랑로","0.031","0.024","0.5","0.005","43","22"
"20170306","강서구","0.018","0.034","0.4","0.006","41","23"
"20170305","양천구","0.037","0.019","0.7","0.005","65","52"
"20170305","중랑구","0.04","0.023","0.5","0.005","71","51"
"20170305","마포구","0.039","0.027","0.7","0.004","65","49"
"20170305","강남대로","0.058","0.013","1","0.006","80","54"
"20170305","동작구","0.044","0.028","0.6","0.004","62","46"
"20170305","금천구","0.044","0.023","0.7","0.005","64","48"
"20170305","은평구","0.023","0.037","0.6","0.004","59","39"
"20170305","광진구","0.041","0.02","0.8","0.004","72","60"
"20170305","동대문구","0.04","0.022","0.5","0.005","78","45"
"20170305","강서구","0.037","0.026","0.6","0.006","70","42"
"20170305","강동구","0.04","0.021","0.7","0.005","77","57"
"20170305","정릉로","0.031","0.02","0.7","0.006","84","46"
"20170305","천호대로","0.053","0.014","0.8","0.005","72","53"
"20170305","용산구","0.036","0.015","0.6","0.004","62","49"
"20170305","관악구","0.047","0.023","0.7","0.002","66","50"
"20170305","노원구","0.039","0.029","0.8","0.006","66","49"
"20170305","구로구","0.029","0.021","0.6","0.007","68","44"
"20170305","영등포구","0.039","0.015","0.9","0.005","62","44"
"20170305","송파구","0.044","0.024","0.8","0.005","61","47"
"20170305","종로","0.038","0.016","0.4","0.004","72","56"
"20170305","영등포로","0.055","0.013","0.6","0.006","90","63"
"20170305","성동구","0.039","0.019","0.6","0.004","67","51"
"20170305","중구","0.039","0.029","0.5","0.004","60","44"
"20170305","서대문구","0.025","0.027","0.5","0.005","65","41"
"20170305","도봉구","0.037","0.024","0.7","0.004","72","47"
"20170305","강남구","0.042","0.018","0.6","0.005","72","54"
"20170305","홍릉로","0.052","0.016","0.7","0.006","73","66"
"20170305","종로구","0.039","0.029","0.7","0.004","63","51"
"20170305","강북구","0.029","0.035","0.7","0.004","62","47"
"20170305","신촌로","0.06","0.011","1","0.005","68","43"
"20170305","공항대로","0.044","0.018","0.6","0.006","104","62"
"20170305","청계천로","0.043","0.021","0.5","0.004","68","57"
"20170305","성북구","0.044","0.023","0.8","0.003","61","51"
"20170305","강변북로","0.052","0.012","0.6","0.004","85","65"
"20170305","화랑로","0.042","0.018","0.7","0.005","80","56"
"20170305","도산대로","0.043","0.016","0.8","0.005","64","48"
"20170305","동작대로","0.067","0.015","0.9","0.007","93","66"
"20170305","서초구","0.039","0.024","0.6","0.005","74","51"
"20170305","한강대로","0.046","0.021","0.6","0.004","79","54"
"20170304","은평구","0.04","0.019","0.7","0.005","44","27"
"20170304","도산대로","0.053","0.008","1","0.006","56","34"
"20170304","홍릉로","0.057","0.011","0.8","0.007","62","47"
"20170304","강변북로","0.058","0.006","0.6","0.005","75","49"
"20170304","성동구","0.048","0.011","0.6","0.005","56","34"
"20170304","한강대로","0.062","0.01","0.8","0.005","70","41"
"20170304","영등포로","0.065","0.007","0.7","0.007","68","42"
"20170304","마포구","0.055","0.014","0.9","0.005","55","38"
"20170304","도봉구","0.041","0.017","0.6","0.006","50","27"
"20170304","강동구","0.047","0.011","0.7","0.005","63","40"
"20170304","화랑로","0.048","0.01","0.8","0.006","67","38"
"20170304","천호대로","0.06","0.008","0.9","0.006","60","41"
"20170304","성북구","0.055","0.013","0.8","0.004","45","29"
"20170304","강남대로","0.071","0.006","1.1","0.007","71","39"
"20170304","강서구","0.054","0.014","0.7","0.007","55","27"
"20170304","공항대로","0.069","0.008","0.8","0.007","104","53"
"20170304","종로구","0.052","0.016","0.8","0.005","50","36"
